398,100000
3833,100000
4836,100000
4572,100000
636,100000
2545,100000
1161,100000
2230,100000
148,100000
2530,100000
4070,100000
1261,100000
4682,100000
333,100000
906,100000
3170,100000
483,100000
2825,100000
1778,100000
2466,100000
159,100000
1563,100000
402,100000
4258,100000
4775,100000
1095,100000
3054,100000
4268,100000
3711,100000
453,100000
4085,100000
3861,100000
4390,100000
1902,100000
2412,100000
1362,100000
3777,100000
3589,100000
3897,100000
3411,100000
3635,100000
2550,100000
4643,100000
1571,100000
608,100000
2172,100000
675,100000
4175,100000
376,100000
3009,100000
3901,100000
3740,100000
134,100000
1654,100000
1875,100000
4344,100000
533,100000
4763,100000
2219,100000
2876,100000
2111,100000
933,100000
2636,100000
3048,100000
4394,100000
464,100000
2048,100000
2796,100000
4523,100000
2036,100000
381,100000
3936,100000
862,100000
3696,100000
567,100000
1281,100000
1002,100000
138,100000
3625,100000
3222,100000
2886,100000
308,100000
3528,100000
304,100000
1270,100000
817,100000
1098,100000
1329,100000
1965,100000
3583,100000
3014,100000
690,100000
4178,100000
502,100000
291,100000
2929,100000
2814,100000
4214,100000
2831,100000
1139,100000
949,100000
1379,100000
4787,100000
4102,100000
891,100000
3774,100000
3682,100000
1526,100000
4185,100000
1835,100000
113,100000
4257,100000
3594,100000
1465,100000
1450,100000
2513,100000
4284,100000
3812,100000
4371,100000
2587,100000
2027,100000
4315,100000
1470,100000
4348,100000
4544,100000
3846,100000
214,100000
2465,100000
4834,100000
1351,100000
678,100000
4863,100000
3052,100000
939,100000
520,100000
3650,100000
1974,100000
4467,100000
2154,100000
3288,100000
2216,100000
142,100000
3488,100000
4130,100000
2329,100000
1702,100000
4120,100000
3733,100000
3865,100000
3443,100000
405,100000
3655,100000
4169,100000
4150,100000
298,100000
735,100000
4672,100000
2370,100000
42,100000
4244,100000
624,100000
4583,100000
3595,100000
666,100000
1793,100000
3001,100000
4995,100000
4612,100000
4445,100000
1109,100000
2247,100000
4248,100000
4137,100000
562,100000
2452,100000
2707,100000
3830,100000
2782,100000
4170,100000
1680,100000
1122,100000
49,100000
1091,100000
137,100000
3098,100000
302,100000
3362,100000
12,100000
4540,100000
2631,100000
4098,100000
4694,100000
130,100000
1141,100000
30,100000
2776,100000
4506,100000
1803,100000
4363,100000
977,100000
871,100000
3794,100000
3270,100000
202,100000
2038,100000
575,100000
4030,100000
2445,100000
3801,100000
1511,100000
3554,100000
2951,100000
2864,100000
3881,100000
704,100000
4463,100000
125,100000
3580,100000
2378,100000
154,100000
4837,100000
3380,100000
2030,100000
3464,100000
601,100000
1237,100000
3348,100000
98,100000
3993,100000
1490,100000
3577,100000
39,100000
3416,100000
1741,100000
4872,100000
348,100000
2531,100000
72,100000
867,100000
812,100000
4345,100000
3664,100000
4323,100000
1185,100000
4843,100000
3201,100000
3507,100000
1670,100000
4468,100000
1343,100000
491,100000
495,100000
2091,100000
3779,100000
3239,100000
3575,100000
3539,100000
2816,100000
4847,100000
2616,100000
3606,100000
4171,100000
1658,100000
1772,100000
4580,100000
1852,100000
499,100000
1544,100000
4452,100000
849,100000
2807,100000
2686,100000
4328,100000
2640,100000
3634,100000
2118,100000
716,100000
158,100000
4166,100000
1005,100000
124,100000
4204,100000
4121,100000
3177,100000
2232,100000
2939,100000
530,100000
776,100000
4391,100000
2239,100000
3453,100000
2815,100000
3217,100000
918,100000
1328,100000
446,100000
4953,100000
1377,100000
3899,100000
1259,100000
4844,100000
3743,100000
842,100000
3866,100000
3731,100000
241,100000
2839,100000
2985,100000
4979,100000
771,100000
3824,100000
3876,100000
1011,100000
843,100000
4700,100000
1545,100000
192,100000
3735,100000
2872,100000
1338,100000
3343,100000
2517,100000
3689,100000
3354,100000
380,100000
29,100000
4243,100000
3672,100000
3771,100000
1051,100000
534,100000
1267,100000
3274,100000
4533,100000
3503,100000
4510,100000
2947,100000
1116,100000
1969,100000
4283,100000
3307,100000
4617,100000
3923,100000
4522,100000
2658,100000
1115,100000
3892,100000
2731,100000
1949,100000
4529,100000
4961,100000
3970,100000
1765,100000
347,100000
4613,100000
3188,100000
2590,100000
3845,100000
4441,100000
1419,100000
1800,100000
1399,100000
1705,100000
661,100000
1977,100000
4982,100000
4379,100000
4594,100000
1428,100000
4727,100000
4932,100000
1620,100000
3859,100000
2417,100000
942,100000
4610,100000
3152,100000
2087,100000
2166,100000
3089,100000
489,100000
4963,100000
1839,100000
4602,100000
4581,100000
3317,100000
2519,100000
4074,100000
1114,100000
2744,100000
349,100000
4287,100000
1991,100000
3342,100000
3141,100000
1012,100000
352,100000
896,100000
799,100000
2455,100000
4474,100000
2788,100000
1957,100000
2473,100000
639,100000
1487,100000
3161,100000
2812,100000
2592,100000
3566,100000
1082,100000
4256,100000
2383,100000
531,100000
541,100000
4902,100000
825,100000
3088,100000
4413,100000
1738,100000
2701,100000
314,100000
4830,100000
2848,100000
2214,100000
1387,100000
2201,100000
2630,100000
3326,100000
1366,100000
2049,100000
394,100000
4667,100000
3315,100000
2315,100000
2311,100000
2849,100000
3233,100000
1367,100000
1246,100000
3608,100000
4429,100000
2177,100000
4398,100000
4173,100000
4954,100000
1934,100000
4409,100000
2070,100000
727,100000
2379,100000
2075,100000
